index;dadosBasicos.numero;principal;dadosBasicos.classeProcessual;descricao_classe;dadosBasicos.orgaoJulgador.codigoOrgao;dadosBasicos.orgaoJulgador.nomeOrgao;DSC_TIP_ORGAO;assuntoLocal;assuntoLocal.descricao;codigoAssunto;assuntoLocalPai;codigoPaiNacional;cod_assunto;descricao_assunto;cod_assunto_classe;ocorrencia_ac;valid_ac;categoria;tribunal;cl_principal
 4070;1,50E+17;FALSE;  460;Recurso Inominado Cível;21651;GAB. 25 DE JUIZ FED. DA 9º TURMA RECURSAL DO JEF DE SÃO PAULO;1;NA;NA;NA;NA;NA; 6189;Certidão de Tempo de Serviço;6189 460;   17;1;0;3;2
 4071;1,57E+16;TRUE;    7;Procedimento Comum Cível;14006;7ª VARA FEDERAL PREVIDENCIÁRIA DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6166;Renúncia ao benefício;6166 7;  494;1;0;3;2
 4072;7,72E+16;FALSE;  156;Cumprimento de sentença;12226;5ª VARA FEDERAL;7;NA;Regime Estatutário;NA;NA;NA;10219;Servidor Público Civil;10219 156;  140;0;1;5;2
 4073;1,07E+16;TRUE;  135;Relatório Falimentar;    7;Gab. 01 - DESEMBARGADOR FEDERAL WILSON ALVES DE SOUZA;6;NA;NA;NA;NA;NA; 6098;Rural (Art. 48/51);6098 135;  213;1;0;1;2
 4074;1,97E+16;TRUE;  386;Execução da Pena;12161;4ª Vara Federal;7;NA;NA;NA;NA;NA;10636;Livramento condicional;10636 386;    2;1;1;5;385
 4075;9,55E+15;FALSE;    7;Procedimento Comum Cível;18205;9ª VARA FEDERAL PREVIDENCIÁRIA DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6177;Concessão;6177 7;  648;1;0;3;2
 4076;2,35E+17;FALSE;    7;Procedimento Comum Cível;12225;4ª VARA FEDERAL;7;NA;Reajustes de Remuneração, Proventos ou Pensão;NA;NA;NA;10219;Servidor Público Civil;10219 7; 4817;0;1;5;2
 4077;2,58E+16;FALSE; 1116;Execução Fiscal;12208;11ª VARA FEDERAL;7;NA;Lei de Imprensa;NA;NA;NA;10433;Indenização por Dano Moral;10433 1116; 1919;1;0;5;2
 4078;5,00E+19;TRUE;  279;Inquérito Policial;13701;1ª Vara Federal de Guaíra;7;NA;NA;NA;NA;NA; 3608;Tráfico de Drogas e Condutas Afins;3608 279;  119;1;0;4;268
 4079;5,01E+19;TRUE;  283;Ação Penal - Procedimento Ordinário;13866;5ª Vara Federal de Foz do Iguaçu;7;NA;NA;NA;NA;NA; 3539;Uso de documento falso;3539 283; 1028;1;0;4;268
 4080;5,09E+18;TRUE;  197;Recursos;17825;Primeira Turma;1;NA;NA;NA;NA;NA; 6114;Benefício Assistencial (Art. 203,V CF/88);6114 197;   65;1;0;5;2
 4081;3,12E+17;FALSE;  198;Apelação Cível;16595;VICE-PRESID?NCIA;3;NA;NA;NA;NA;NA; 6173;Pedidos Genéricos Relativos aos Benefícios em Espécie;6173 198;  421;1;0;3;2
 4082;1,23E+17;FALSE;  156;Cumprimento de sentença;12222;1ª VARA FEDERAL;7;NA;NA;NA;NA;NA;10946;Correção Monetária de Diferenças Pagas em Atraso;10946 156;   44;0;1;5;2
 4083;5,00E+19;FALSE;  120;Mandado de Segurança Cível;12633;4ª Vara Federal de Londrina;7;NA;NA;NA;NA;NA;10939;Intimação / Notificação;10939 120;    1;1;1;4;2
 4084;5,00E+19;TRUE; 1116;Execução Fiscal;17814;2ª Vara Federal de Criciúma;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 4085;2,69E+15;FALSE; 1116;Execução Fiscal;12498;1ª VARA FEDERAL DE FRANCA;7;NA;NA;NA;NA;NA; 6092;SIMPLES;6092 1116; 4651;1;0;3;2
 4086;9,14E+17;TRUE;  331;Incidentes;12239;1ª Vara Federal Criminal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 8893;Atos Processuais;8893 331;   11;0;1;2;268
 4087;6,47E+16;TRUE;11790;Impugnação de Assistência Judiciária;12473;4ª VARA FEDERAL DE SÃO JOSÉ DO RIO PRETO;7;NA;NA;NA;NA;NA; 6133;IRSM de Fevereiro de 1994(39,67%);6133 11790;    2;0;1;3;268
 4088;2,10E+17;FALSE;  198;Apelação Cível;67815;Gab. 24 - DESEMBARGADOR FEDERAL MARCOS AUGUSTO DE SOUSA;3;NA;NA;NA;NA;NA; 5999;CND/Certidão Negativa de Débito;5999 198;  337;1;0;1;2
 4089;5,00E+19;TRUE;  436;Procedimento do Juizado Especial Cível;12891;1º Juizado Especial Federal de São João de Meriti;7;NA;NA;NA;NA;NA; 6100;Aposentadoria Especial (Art. 57/8);6100 436;  551;1;0;2;2
 4090;2,03E+16;FALSE; 1116;Execução Fiscal;12227;6ª Vara Federal;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;5;2
 4091;5,02E+19;TRUE; 1118;Embargos à Execução Fiscal;12689;15ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA;10394;Dívida Ativa não-tributária;10394 1118;   44;0;1;4;2
 4092;5,00E+19;FALSE;  120;Mandado de Segurança Cível;17820;3ª Vara Federal de Itajaí;7;NA;NA;NA;NA;NA; 8843;Assistência Judiciária Gratuita;8843 120;   18;1;0;4;2
 4093;4,94E+14;TRUE; 1733;Procedimento Investigatório Criminal (PIC-MP);13702;11ª Vara Federal;7;NA;NA;NA;NA;NA; 3416;Furto;3416 1733;   29;1;0;5;268
 4094;3,06E+16;TRUE; 1727;Petição Criminal;12542;5ª VARA FEDERAL DE CAMPO GRANDE;7;NA;NA;NA;NA;NA;10907;Transferência de Preso;10907 1727;   40;1;0;3;268
 4095;9,73E+14;TRUE; 1116;Execução Fiscal;17676;25ª - Belo Horizonte;7;NA;NA;NA;NA;NA;    0;NA;0 1116; 1296;0;1;1;2
 4096;5,20E+19;FALSE;  198;Apelação Cível;21702;GAB. 33 - DES.FED. GILBERTO JORDAN;3;NA;NA;NA;NA;NA;50250;NA;50250 198;    9;0;1;3;2
 4097;5,81E+18;TRUE; 1116;Execução Fiscal;12871;1ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 4098;2,98E+16;FALSE;  120;Mandado de Segurança Cível;12949;24ª VARA FEDERAL CÍVEL DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6037;Salário-Educação;6037 120;   27;1;0;3;2
 4099;4,15E+16;TRUE;  156;Cumprimento de sentença;17633;20ª - Brasília;7;NA;NA;NA;NA;NA;10009;Inquérito / Processo / Recurso Administrativo;10009 156;   42;0;1;1;2
 4100;2,72E+16;FALSE;  417;Apelação Criminal;21675;GAB. 06 - DES.FED. CARLOS FRANCISCO;3;NA;NA;NA;NA;NA; 3432;Estelionato Majorado;3432 417;  317;1;0;3;268
 4101;2,59E+13;TRUE; 1116;Execução Fiscal;12229;8ª Vara Federal;7;NA;NA;NA;NA;NA;10435;Acidente de Trânsito;10435 1116;  379;1;0;5;2
 4102;1,28E+17;TRUE;  279;Inquérito Policial;12177;11ª Vara Federal;7;NA;NA;NA;NA;NA; 3431;Estelionato;3431 279;  323;1;0;5;268
 4103;5,02E+19;TRUE; 1116;Execução Fiscal;12691;19ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 4104;5,11E+16;TRUE;  283;Ação Penal - Procedimento Ordinário;12307;3ª Vara Federal de São João de Meriti;7;NA;NA;NA;NA;NA; 3432;Estelionato Majorado;3432 283; 1974;1;0;2;268
 4105;5,00E+19;FALSE;  436;Procedimento do Juizado Especial Cível;72826;CEJUSCON-GRAVATAÍ;7;NA;NA;NA;NA;NA; 6174;Data de Início de Benefício (DIB);6174 436;   66;1;0;4;2
 4106;5,02E+19;TRUE;  436;Procedimento do Juizado Especial Cível;17794;3ª Vara Federal de Canoas;7;NA;NA;NA;NA;NA; 6095;Aposentadoria por Invalidez;6095 436; 3121;1;0;4;2
 4107;5,03E+19;FALSE; 1118;Embargos à Execução Fiscal;12690;16ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA; 6035;Cofins;6035 1118;   52;1;0;4;2
 4108;5,01E+19;FALSE;    7;Procedimento Comum Cível;12620;1ª Vara Federal de Londrina;7;NA;NA;NA;NA;NA;10492;Veículos;10492 7;    6;1;1;4;2
 4109;5,00E+19;TRUE;  172;Embargos à Execução;12951;26ª VARA FEDERAL CÍVEL DE SÃO PAULO;7;NA;NA;NA;NA;NA; 9607;Contratos Bancários;9607 172;  156;1;0;3;2
 4110;5,00E+19;FALSE;    7;Procedimento Comum Cível;12528;1ª VARA FEDERAL DE BRAGANÇA PAULISTA;7;NA;NA;NA;NA;NA; 6177;Concessão;6177 7;  648;1;0;3;2
 4111;6,97E+15;TRUE;  386;Execução da Pena;12329;2ª - Rio Branco;7;NA;NA;NA;NA;NA; 3370;Homicídio Simples;3370 386;    2;1;1;1;385
 4112;1,46E+14;TRUE; 1116;Execução Fiscal;17678;27ª - Belo Horizonte;7;NA;NA;NA;NA;NA;    0;NA;0 1116; 1296;0;1;1;2
 4113;5,01E+18;TRUE;  436;Procedimento do Juizado Especial Cível;16982;15a. Vara Federal;1;NA;NA;NA;NA;NA;10305;Gratificações de Atividade;10305 436;  343;0;1;5;2
 4114;4,32E+18;TRUE; 1116;Execução Fiscal;17760;10ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 4115;5,03E+18;FALSE;  436;Procedimento do Juizado Especial Cível;16528;30a. Vara Federal;1;NA;NA;NA;NA;NA; 6101;Auxílio-Doença Previdenciário;6101 436; 5572;1;0;5;2
 4116;6,38E+16;TRUE;  283;Ação Penal - Procedimento Ordinário;12542;5ª VARA FEDERAL DE CAMPO GRANDE;7;NA;NA;NA;NA;NA; 3524;Moeda Falsa / Assimilados;3524 283; 1019;1;0;3;268
 4117;5,04E+18;TRUE;  197;Recursos;17824;Primeira Turma;1;NA;NA;NA;NA;NA; 6176;Parcelas de benefício não pagas;6176 197;  166;1;0;5;2
 4118;5,36E+17;TRUE;  460;Recurso Inominado Cível;67897;1ª TR - R3 - Goiânia;7;NA;NA;NA;NA;NA; 6101;Auxílio-Doença Previdenciário;6101 460; 1229;1;0;1;2
 4119;1,35E+14;FALSE;  460;Recurso Inominado Cível;    0;JEF ADJ - JEQUIÉ;8;NA;NA;NA;NA;NA; 6095;Aposentadoria por Invalidez;6095 460;  935;1;0;1;2
 4120;5,06E+18;TRUE;  197;Recursos;17825;Primeira Turma;1;NA;NA;NA;NA;NA;10945;Expurgos Inflacionários / Planos Econômicos;10945 197; 2659;1;0;5;2
 4121;5,00E+19;TRUE; 1116;Execução Fiscal;12538;1ª VARA FEDERAL DE SÃO JOÃO DA BOA VISTA;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;3;2
 4122;8,02E+18;TRUE; 1116;Execução Fiscal;12162;5ª Vara Federal;7;NA;NA;NA;NA;NA;10887;Ausência de Cobrança Administrativa Prévia;10887 1116; 1023;1;0;5;2
 4123;2,72E+16;TRUE; 1116;Execução Fiscal;13995;7ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 4124;2,52E+17;TRUE;  183;Cautelar Inominada;12151;9ª Vara Federal Criminal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 9997;Atos Administrativos;9997 183;    9;0;1;2;2
 4125;5,09E+18;FALSE; 1118;Embargos à Execução Fiscal;13992;4? VARA FEDERAL DE EXECU??ES FISCAIS DE S?O PAULO;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1118; 1200;1;0;3;2
 4126;5,01E+19;FALSE; 1116;Execução Fiscal;12690;16ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 4127;5,24E+16;FALSE; 1116;Execução Fiscal;12192;5ª Vara Federal;7;NA;NA;NA;NA;NA; 6060;Contribuição sobre a folha de salários;6060 1116;  305;1;0;5;2
 4128;1,82E+17;FALSE;    7;Procedimento Comum Cível;12673;17ª Vara Federal de Porto Alegre;7;NA;NA;NA;NA;NA;  195;DIREITO PREVIDENCIÁRIO;195 7;  834;1;0;4;2
 4129;8,02E+18;TRUE;  159;Execução de Título Extrajudicial;12233;3ª Vara Federal;7;NA;NA;NA;NA;NA; 4960;Cédula de Crédito Bancário;4960 159;  166;1;0;5;2
 4130;1,06E+18;TRUE;    7;Procedimento Comum Cível;12254;18ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA;10330;Anistia Política;10330 7;   40;0;1;2;2
 4131;5,02E+18;TRUE;  279;Inquérito Policial;11879;2ª Vara Federal Criminal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 3432;Estelionato Majorado;3432 279; 1221;1;0;2;268
 4132;3,81E+17;FALSE;  202;Agravo de Instrumento;67815;Gab. 24 - DESEMBARGADOR FEDERAL MARCOS AUGUSTO DE SOUSA;3;NA;NA;NA;NA;NA;10887;Ausência de Cobrança Administrativa Prévia;10887 202;   24;1;0;1;2
 4133;5,00E+19;FALSE;    7;Procedimento Comum Cível;17804;3ª Vara Federal de Novo Hamburgo;7;NA;NA;NA;NA;NA; 6182;Averbação/Cômputo/Conversão de tempo de serviço especial;6182 7;  773;1;0;4;2
 4134;1,26E+16;TRUE; 1116;Execução Fiscal;17744;4ª - Teresina;7;NA;NA;NA;NA;NA; 9603;Mútuo;9603 1116;    9;1;1;1;2
 4135;2,25E+16;FALSE; 1114;Execução Contra a Fazenda Pública;12665;4ª Vara Federal de Joinville;7;NA;NA;NA;NA;NA;  195;DIREITO PREVIDENCIÁRIO;195 1114;  115;1;0;4;2
 4136;5,00E+19;TRUE;  436;Procedimento do Juizado Especial Cível;12870;1º Juizado Especial Federal de Campos;7;NA;NA;NA;NA;NA; 6101;Auxílio-Doença Previdenciário;6101 436; 5572;1;0;2;2
 4137;3,76E+16;TRUE; 1116;Execução Fiscal;17631;19ª - Brasília;7;NA;NA;NA;NA;NA; 6092;SIMPLES;6092 1116; 4651;1;0;1;2
 4138;5,49E+16;FALSE; 1116;Execução Fiscal;12227;6ª Vara Federal;7;NA;NA;NA;NA;NA;10689;Correção da Tabela;10689 1116;   47;1;0;5;2
 4139;1,73E+16;TRUE; 1116;Execução Fiscal;17676;25ª - Belo Horizonte;7;NA;NA;NA;NA;NA; 5945;IPI/ Imposto sobre Produtos Industrializados;5945 1116;  211;1;0;1;2
 4140;5,00E+19;FALSE;  386;Execução da Pena;12003;1ª Vara Federal de Criciúma;7;NA;NA;NA;NA;NA; 7787;Prestação de Serviços à Comunidade;7787 386;  247;1;0;4;385
 4141;5,00E+19;TRUE;  198;Apelação Cível;21702;GAB. 33 - DES.FED. GILBERTO JORDAN;3;NA;NA;NA;NA;NA; 6098;Rural (Art. 48/51);6098 198;  232;1;0;3;2
 4142;9,91E+15;FALSE;   40;Monitória;17672;19ª - Belo Horizonte;7;NA;NA;NA;NA;NA; 9603;Mútuo;9603 40;   58;1;0;1;2
 4143;5,00E+19;FALSE;  436;Procedimento do Juizado Especial Cível;17886;1ª Vara Federal de Telêmaco Borba;7;NA;NA;NA;NA;NA; 6183;Averbação/Cômputo de tempo de serviço de segurado especial (regime de economia familiar);6183 436;  195;1;0;4;2
 4144;5,00E+19;TRUE; 1116;Execução Fiscal;12670;16ª Vara Federal de Porto Alegre;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 4145;1,48E+16;FALSE;  198;Apelação Cível;67811;Gab. 21 - DESEMBARGADORA FEDERAL ÂNGELA CATÃO;3;NA;NA;NA;NA;NA; 5952;IPTU/ Imposto Predial e Territorial Urbano;5952 198;   60;1;0;1;2
 4146;4,47E+16;FALSE; 1116;Execução Fiscal;14000;12ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6092;SIMPLES;6092 1116; 4651;1;0;3;2
 4147;1,90E+16;FALSE;  283;Ação Penal - Procedimento Ordinário;12538;1ª VARA FEDERAL DE SÃO JOÃO DA BOA VISTA;7;NA;NA;NA;NA;NA; 3539;Uso de documento falso;3539 283; 1028;1;0;3;268
 4148;7,44E+16;TRUE; 1116;Execução Fiscal;12186;20ª Vara Federal;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;5;2
 4149;5,00E+19;FALSE;  172;Embargos à Execução;17799;4ª Vara Federal de Caxias do Sul;7;NA;NA;NA;NA;NA; 9518;Efeito Suspensivo / Impugnação / Embargos à Execução;9518 172;  210;1;0;4;2
 4150;5,01E+19;TRUE; 1116;Execução Fiscal;13991;3ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;3;2
 4151;5,00E+19;TRUE;  460;Recurso Inominado Cível;17784;1ª Turma Recursal do Paraná;7;NA;NA;NA;NA;NA;10293;Adicional de Fronteira;10293 460;   19;0;1;4;2
 4152;4,84E+15;FALSE; 1116;Execução Fiscal;12192;5ª VARA FEDERAL;7;NA;NA;NA;NA;NA;10436;Lei de Imprensa;10436 1116; 2054;1;0;5;2
 4153;5,76E+16;TRUE; 1116;Execução Fiscal;12864;5ª Vara Federal de Niterói;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 4154;5,02E+19;TRUE;  436;Procedimento do Juizado Especial Cível;12635;2ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA; 6054;Tempo de Serviço Urbano/Contribuições não Recolhidas;6054 436;    1;1;1;4;2
 4155;4,12E+16;TRUE;  198;Apelação Cível;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA;10031;Financiamento Público da Educação e/ou Pesquisa;10031 198;  142;0;1;3;2
 4156;9,70E+15;TRUE; 1116;Execução Fiscal;17763;12ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 4157;3,57E+16;FALSE;  283;Ação Penal - Procedimento Ordinário;12504;3? VARA FEDERAL DE S?O BERNARDO DO CAMPO;7;NA;NA;NA;NA;NA; 3430;Apropriação indébita Previdenciária;3430 283;  808;1;0;3;268
 4158;1,62E+15;TRUE;  460;Recurso Inominado Cível;18491;6ª Vara JEF- Cuiabá;7;NA;NA;NA;NA;NA; 6095;Aposentadoria por Invalidez;6095 460;  935;1;0;1;2
 4159;1,09E+18;TRUE;  175;Processo Cautelar;12263;2ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 8842;Partes e Procuradores;8842 175;  166;1;0;2;2
 4160;5,02E+19;TRUE; 1116;Execução Fiscal;12689;15ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA;10398;Metrológica;10398 1116; 2002;0;1;4;2
 4161;2,00E+16;FALSE;  198;Apelação Cível;67824;Gab. 13 - DESEMBARGADOR FEDERAL SOUZA PRUDENTE;3;NA;NA;NA;NA;NA; 9992;Indenização por Dano Moral;9992 198;  204;0;1;1;2
 4162;1,66E+17;FALSE;  231;Impugnação ao Valor da Causa Cível;12159;2ª VARA FEDERAL;7;NA;Incidência sobre Função Comissionada;NA;NA;NA; 5917;IRPF/Imposto de Renda de Pessoa Física;5917 231;   20;1;0;5;2
 4163;1,67E+15;FALSE; 1116;Execução Fiscal;12220;23ª Vara Federal;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;5;2
 4164;5,06E+18;TRUE; 1111;Execução de Título Judicial;12228;7a. Vara Federal;7;NA;NA;NA;NA;NA; 6095;Aposentadoria por Invalidez;6095 1111;  440;1;0;5;2
 4165;5,01E+19;TRUE; 1116;Execução Fiscal;12588;5ª Vara Federal de Joinville;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 4166;5,00E+18;TRUE;  197;Recursos;17824;Primeira Turma;1;NA;NA;NA;NA;NA;10945;Expurgos Inflacionários / Planos Econômicos;10945 197; 2659;1;0;5;2
 4167;5,00E+19;TRUE; 1116;Execução Fiscal;17814;2ª Vara Federal de Criciúma;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 4168;4,90E+18;TRUE;  283;Ação Penal - Procedimento Ordinário;12249;3ª Vara Federal Criminal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 3607;Crimes de Tráfico Ilícito e Uso Indevido de Drogas;3607 283;  187;1;0;2;268
 4169;3,15E+15;TRUE; 1116;Execução Fiscal;17675;24ª - Belo Horizonte;7;NA;NA;NA;NA;NA;10023;Multas e demais Sanções;10023 1116;  475;0;1;1;2
 4170;3,16E+17;FALSE;  198;Apelação Cível;16543;SEXTA TURMA;3;NA;NA;NA;NA;NA; 8874;Sucumbência;8874 198;  757;1;0;3;2
 4171;5,01E+19;TRUE; 1116;Execução Fiscal;12695;7ª Vara Federal de Londrina;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 4172;6,58E+18;FALSE; 1114;Execução Contra a Fazenda Pública;14006;7? VARA FEDERAL PREVIDENCI?RIA DE S?O PAULO;7;NA;NA;NA;NA;NA; 6101;Auxílio-Doença Previdenciário;6101 1114;   53;1;0;3;2
 4173;5,84E+18;TRUE; 1116;Execução Fiscal;17762;11ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 4174;5,01E+19;TRUE;  202;Agravo de Instrumento;44536;GAB. 43 (Des. Federal RICARDO TEIXEIRA DO VALLE PEREIRA);3;NA;NA;NA;NA;NA;10945;Expurgos Inflacionários / Planos Econômicos;10945 202;   14;1;0;4;2
 4175;9,01E+18;FALSE; 1114;Execução Contra a Fazenda Pública;16497;8? VARA FEDERAL PREVIDENCI?RIA DE S?O PAULO;7;NA;NA;NA;NA;NA; 6123;RMI pela equivalência entre Salário-de-Benefício e Salário-de-Contribuição;6123 1114;  161;1;0;3;2
 4176;7,87E+16;FALSE;  198;Apelação Cível;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA; 6118;Aposentadoria por Tempo de Contribuição (Art. 55/6);6118 198;  651;1;0;3;2
 4177;5,02E+19;TRUE; 1116;Execução Fiscal;12672;23ª Vara Federal de Porto Alegre;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 4178;1,54E+17;FALSE; 1116;Execução Fiscal;12695;7ª Vara Federal de Londrina;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 4179;6,02E+16;FALSE; 1116;Execução Fiscal;53046;3ª RELATORIA DA 3ª TURMA RECURSAL DOS JEF'S/PE;1;NA;NA;NA;NA;NA;10436;Lei de Imprensa;10436 1116; 2054;1;0;5;2
 4180;5,00E+19;TRUE; 1118;Embargos à Execução Fiscal;12671;19ª Vara Federal de Porto Alegre;7;NA;NA;NA;NA;NA;10395;Multas e demais Sanções;10395 1118;  157;0;1;4;2
 4181;9,29E+17;FALSE;    7;Procedimento Comum Cível;12944;19? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA; 6048;Contribuições Previdenciárias;6048 7;  163;1;0;3;2
 4182;2,41E+16;FALSE; 1728;Apelação / Remessa Necessária;67820;Gab. 17 - DESEMBARGADOR FEDERAL JOÃO BATISTA MOREIRA;3;NA;NA;NA;NA;NA;10378;Exame Psicotécnico / Psiquiátrico;10378 1728;    3;0;1;1;2
 4183;5,00E+19;TRUE; 1733;Procedimento Investigatório Criminal (PIC-MP);12495;2ª VARA FEDERAL DE PRESIDENTE PRUDENTE;7;NA;NA;NA;NA;NA; 3574;Contrabando ou descaminho;3574 1733;  701;1;0;3;268
 4184;5,00E+19;FALSE;  386;Execução da Pena;11972;1ª Vara Federal de Rio Grande;7;NA;NA;NA;NA;NA; 7791;Pena Privativa de Liberdade;7791 386;  145;1;0;4;385
 4185;8,02E+18;FALSE;  283;Ação Penal - Procedimento Ordinário;12233;3ª Vara Federal;7;NA;NA;NA;NA;NA; 3417;Furto Qualificado;3417 283;  199;1;0;5;268
 4186;5,00E+19;TRUE;  436;Procedimento do Juizado Especial Cível;12278;Vara Federal de Itaperuna;7;NA;NA;NA;NA;NA; 6095;Aposentadoria por Invalidez;6095 436; 3121;1;0;2;2
 4187;5,00E+19;TRUE;  460;Recurso Inominado Cível;17808;2ª Turma Recursal do Rio Grande do Sul;7;NA;NA;NA;NA;NA; 6095;Aposentadoria por Invalidez;6095 460;  935;1;0;4;2
 4188;5,00E+19;TRUE;  261;Carta Precatória Cível;52487;CENTRAL DE MANDADOS DE OSASCO;7;NA;NA;NA;NA;NA;11783;Citação;11783 261;   71;1;0;3;2
 4189;2,66E+16;FALSE;  386;Execução da Pena;12005;1ª Vara Federal de Itajaí;7;NA;NA;NA;NA;NA; 7942;Execução Penal e de Medidas Alternativas;7942 386; 1496;1;0;4;385
 4190;5,00E+19;FALSE; 1116;Execução Fiscal;12528;1ª VARA FEDERAL DE BRAGANÇA PAULISTA;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 4191;5,02E+18;FALSE;  436;Procedimento do Juizado Especial Cível;12235;5a. Vara Federal;1;NA;NA;NA;NA;NA; 6178;Restabelecimento;6178 436;  418;1;0;5;2
 4192;5,16E+18;TRUE; 1111;Execução de Título Judicial;16524;26a. Vara Federal;1;NA;NA;NA;NA;NA;10305;Gratificações de Atividade;10305 1111;   95;0;1;5;2
 4193;2,41E+18;TRUE; 1116;Execução Fiscal;12875;5ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 4194;1,69E+17;TRUE;    7;Procedimento Comum Cível;12250;17ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA;  899;DIREITO CIVIL;899 7; 1016;1;0;2;2
 4195;5,80E+15;FALSE;    7;Procedimento Comum Cível;14005;5ª VARA FEDERAL PREVIDENCIÁRIA DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6118;Aposentadoria por Tempo de Contribuição (Art. 55/6);6118 7; 1614;1;0;3;2
 4196;5,00E+18;TRUE; 1116;Execução Fiscal;17763;12ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 4197;4,81E+15;TRUE;  460;Recurso Inominado Cível;    0;JEF ADJ - 1ª VITÓRIA DA CONQUISTA;8;NA;NA;NA;NA;NA; 6103;Salário-Maternidade (Art. 71/73);6103 460;  171;1;0;1;2
 4198;5,01E+19;FALSE;  417;Apelação Criminal;21684;GAB. 15 - DES.FED. ANDRÉ NEKATSCHALOW;3;NA;NA;NA;NA;NA;12612;COVID-19;12612 417;   19;0;1;3;268
 4199;1,48E+17;FALSE;    7;Procedimento Comum Cível;12226;5ª VARA FEDERAL;7;NA;Regime Estatutário;NA;NA;NA;10219;Servidor Público Civil;10219 7; 4817;0;1;5;2
 4200;1,07E+17;FALSE; 1728;Apelação / Remessa Necessária;67815;Gab. 24 - DESEMBARGADOR FEDERAL MARCOS AUGUSTO DE SOUSA;3;NA;NA;NA;NA;NA; 6035;Cofins;6035 1728;  199;1;0;1;2
